Dates,GN.co,CARL-B.co,DANSKE.co,MAERSK-B.co,NVO,STO,FLS.co,NZYM-B.co,0384.hk,HM-B.st,ERIC-B.st,NDA-DKK.co,MSFT,DNORD.co,WMT,TEVA,EAC.co,NKT.co,1088.hk,LUN.co,BAVA.co,VWS.co,GEN.co,ALK-B.co,TOPO.co,TKDV.co,TORM.co,NEUR.co,SAP.de,C,PG,JNJ
2012-08-22,133.20,600.00,124.40,11770.00,184.43,23.95,296.10,228.90,10.94,296.20,78.50,72.05,37.29,285.00,78.63,40.09,79.50,267.60,24.20,137.00,89.00,160.20,212.00,614.00,2.98,6.40,1.35,3.10,62.31,51.92,82.00,92.30
2012-08-21,133.20,600.00,124.40,11770.00,184.76,24.13,296.10,228.90,11.40,296.20,78.50,72.05,37.41,285.00,78.69,40.08,79.50,267.60,24.45,137.00,89.00,160.20,212.00,614.00,2.98,6.40,1.35,3.10,62.31,52.11,81.41,91.59
2012-08-20,133.20,600.00,124.40,11770.00,11770.00,11770.00,296.10,228.90,11.40,296.20,78.50,72.05,72.05,285.00,285.00,285.00,79.50,267.60,24.45,137.00,89.00,160.20,212.00,614.00,2.98,6.40,1.35,3.10,62.31,62.31,62.31,62.31
2012-08-17,133.70,594.50,124.20,11880.00,183.61,23.69,293.80,231.50,11.80,296.40,77.65,72.00,37.16,285.10,78.91,40.26,83.00,267.80,23.90,137.50,93.00,171.70,217.50,635.00,3.03,6.60,1.40,3.12,61.67,52.27,80.54,91.03
2012-08-16,133.70,596.00,124.20,12060.00,186.07,23.72,302.10,231.90,11.50,297.80,77.30,72.00,36.91,282.10,78.65,39.88,83.50,273.60,22.85,137.30,93.00,176.40,229.10,637.00,3.01,7.15,1.57,3.10,61.71,53.40,80.45,91.85
2012-08-15,134.10,594.50,126.70,12040.00,185.55,23.67,310.00,231.80,11.40,297.80,77.30,72.20,36.13,283.80,78.21,40.49,85.50,284.30,22.35,139.10,102.50,186.10,235.20,655.00,3.17,7.80,1.72,3.20,62.00,53.81,80.64,92.33
2012-08-14,133.20,598.50,128.60,12460.00,188.07,23.87,309.90,230.20,11.50,294.00,76.85,73.05,36.41,284.50,78.45,41.21,89.00,289.50,22.05,138.60,99.50,197.40,230.00,683.00,3.28,7.65,1.71,3.17,61.51,54.18,81.42,94.29
2012-08-13,132.70,588.50,129.80,12510.00,189.35,23.89,312.30,232.40,11.18,288.10,78.25,73.85,35.76,282.70,77.83,41.05,87.50,289.70,22.15,136.60,99.50,193.50,224.90,686.00,3.21,7.45,1.71,3.35,62.55,54.81,80.24,94.16
2012-08-10,133.00,585.50,129.20,12600.00,38.29,23.83,310.00,235.00,11.28,287.00,77.85,74.05,35.53,275.40,78.09,41.57,87.00,294.80,22.15,138.80,100.00,194.90,233.80,742.00,3.27,7.35,1.69,3.50,61.75,55.20,80.42,94.73
2012-08-09,133.40,582.00,128.80,12810.00,39.05,24.67,312.50,237.20,11.16,288.60,79.20,73.85,36.04,276.00,78.04,41.87,87.50,299.00,22.20,138.20,101.50,194.70,242.50,763.00,3.24,7.35,1.66,3.72,61.00,54.72,80.30,94.74
2012-08-08,131.30,581.00,129.90,13050.00,38.59,24.56,316.30,235.10,11.24,286.20,78.15,74.20,34.98,265.80,77.49,41.43,86.00,298.80,22.20,137.00,107.00,196.50,235.20,730.00,3.22,7.30,1.67,3.70,61.21,53.72,80.01,94.50
2012-08-07,129.50,576.00,129.20,13270.00,38.82,24.91,316.20,234.60,11.36,284.10,77.20,74.55,35.78,270.10,77.96,44.21,85.50,300.10,22.45,136.20,107.00,192.80,236.30,730.00,3.18,7.20,1.62,3.65,60.36,53.95,80.87,94.72
2012-08-06,132.30,584.50,130.20,13340.00,38.47,24.94,320.90,236.00,11.50,291.80,78.75,76.60,36.76,274.00,77.66,44.01,85.50,304.40,22.20,136.40,105.00,197.10,233.10,744.00,3.17,7.35,1.69,3.65,60.98,54.99,80.79,94.80
2012-08-03,131.80,594.00,130.90,13200.00,38.40,25.01,321.00,235.50,11.86,290.10,77.80,76.50,36.89,277.00,76.76,43.55,85.50,306.00,21.70,136.00,106.00,194.00,236.40,729.00,3.15,7.20,1.64,3.60,60.80,52.60,80.56,94.64
2012-08-02,131.00,592.50,131.10,13120.00,38.10,24.67,325.70,237.70,12.04,290.00,78.35,77.35,36.38,281.90,76.19,44.27,86.00,309.10,22.05,136.50,106.50,194.00,235.50,729.00,3.06,7.10,1.62,3.70,60.68,52.27,79.88,95.06
2012-08-01,131.80,588.50,130.10,13000.00,13000.00,13000.00,323.00,238.30,11.90,292.80,78.15,77.60,77.60,281.40,281.40,281.40,85.00,309.00,21.70,137.20,106.50,191.90,231.50,721.00,3.08,6.90,1.68,3.65,60.65,60.65,60.65,60.65
2012-07-31,133.40,598.00,131.00,13100.00,38.62,25.00,325.60,242.70,11.46,296.80,77.40,76.55,36.17,280.00,75.84,45.31,85.00,313.00,21.70,136.60,106.00,191.80,233.60,726.00,3.15,7.15,1.70,3.60,59.62,51.85,80.18,94.03
2012-07-30,131.80,601.50,131.00,13020.00,38.15,24.94,326.00,240.00,11.34,297.30,77.70,77.25,35.93,278.50,75.35,44.31,85.00,314.80,21.95,136.60,105.50,191.70,232.50,722.00,3.22,7.15,1.66,3.63,58.94,51.90,79.23,94.32
2012-07-27,132.30,592.50,130.00,13040.00,38.29,24.89,322.40,238.00,11.08,291.60,75.95,77.15,36.06,273.70,74.96,44.01,84.50,314.00,21.55,136.00,104.50,189.40,228.50,715.00,3.06,6.90,1.60,3.50,58.00,50.72,78.24,92.74
2012-07-26,127.90,575.00,127.70,12890.00,38.26,24.07,309.20,231.20,10.96,287.00,75.05,76.65,36.81,266.70,74.42,42.93,81.00,313.50,21.25,136.50,101.00,178.50,220.00,718.00,3.08,6.75,1.57,3.35,56.78,49.33,79.18,90.61
2012-07-25,126.80,562.00,124.70,12410.00,37.56,24.12,295.70,225.90,10.52,285.30,76.80,75.20,36.03,258.80,74.15,43.75,78.00,304.60,20.55,134.60,94.00,165.30,212.10,694.00,2.92,6.55,1.49,3.39,57.20,48.81,78.47,89.94
2012-07-24,129.40,556.00,125.30,12570.00,37.76,24.45,301.60,227.40,10.82,284.70,77.30,75.80,36.27,260.00,74.67,44.10,78.00,316.40,20.25,134.10,97.00,178.20,212.00,712.00,2.93,6.45,1.61,3.45,56.47,49.60,79.11,90.10
2012-07-23,129.00,547.00,124.10,12430.00,37.37,24.08,295.00,228.60,11.02,287.20,77.40,74.05,36.66,259.20,74.10,44.95,78.00,317.00,20.00,134.70,96.00,174.70,209.50,702.00,2.95,6.50,1.55,3.42,56.73,48.08,77.64,88.90
2012-07-20,131.70,545.00,125.00,12590.00,38.43,24.19,294.30,230.50,10.86,276.90,80.10,74.75,36.86,261.70,74.75,45.58,78.00,325.90,20.05,134.30,97.50,184.30,216.00,721.00,3.14,6.55,1.55,3.50,56.93,48.30,76.87,89.50
2012-07-19,131.20,539.00,124.80,12340.00,39.67,23.71,294.80,238.80,10.86,282.40,80.00,73.80,37.84,258.40,74.68,44.63,77.50,321.80,20.05,137.10,96.00,182.00,219.60,723.00,3.15,6.70,1.51,3.40,56.66,47.43,76.62,88.47
2012-07-18,132.40,545.00,123.50,12230.00,39.53,23.37,288.30,241.40,10.86,278.60,79.35,73.65,36.48,261.60,72.66,44.01,77.00,319.40,20.05,137.40,100.00,178.70,210.50,728.00,3.07,6.55,1.51,3.35,55.94,46.34,75.70,86.78
2012-07-17,130.00,542.00,124.20,12030.00,39.58,23.62,287.20,236.50,10.50,278.40,79.00,73.25,36.35,257.10,72.73,44.44,74.50,316.60,19.18,136.00,97.50,170.10,206.70,705.00,3.00,6.55,1.47,3.35,55.87,46.78,76.09,86.62
2012-07-16,130.00,545.50,125.60,12020.00,41.05,23.62,291.00,239.90,10.68,279.10,79.00,73.10,35.82,256.60,72.87,45.39,76.50,317.70,19.52,136.20,96.00,181.80,205.70,689.00,3.08,6.45,1.45,3.40,55.28,47.06,76.45,87.28
2012-07-13,133.20,552.50,130.20,12180.00,41.94,23.94,300.90,237.00,11.00,282.30,80.80,73.55,36.18,258.00,72.82,44.69,76.00,322.40,20.65,132.30,97.00,188.00,205.80,716.00,3.31,6.50,1.47,3.37,56.02,48.25,76.90,88.75
2012-07-12,131.90,546.00,135.30,12480.00,42.85,25.40,297.60,235.00,10.98,282.90,80.15,73.60,36.56,257.50,73.75,44.52,77.00,320.20,21.05,133.70,98.00,187.50,211.00,708.00,3.14,6.55,1.46,3.40,56.07,49.34,77.31,90.04
2012-07-11,133.30,557.50,137.90,12570.00,42.93,25.17,298.80,237.60,11.16,285.00,80.50,74.40,36.80,260.50,73.76,44.05,81.00,325.00,21.00,136.50,97.50,190.40,210.00,709.00,3.11,6.60,1.47,3.43,55.97,49.32,78.03,91.07
2012-07-10,133.00,562.50,137.60,12750.00,43.02,25.67,300.00,238.90,11.06,290.00,81.40,76.00,37.17,269.00,74.80,44.00,80.50,326.10,21.15,138.10,98.50,195.30,215.50,711.00,3.16,6.60,1.46,3.37,57.21,49.66,78.84,92.97
2012-07-09,133.60,556.00,137.70,12840.00,42.88,26.00,298.70,237.40,11.16,289.80,80.75,76.35,37.47,269.40,74.96,44.07,79.50,329.70,21.35,140.20,99.00,198.00,214.50,698.00,3.13,6.55,1.50,3.34,57.52,49.96,77.49,92.42
2012-07-06,134.30,548.50,137.60,12730.00,43.87,25.80,277.30,240.50,11.38,290.50,81.20,75.15,37.61,271.30,75.36,43.85,78.50,329.70,20.75,140.00,98.00,195.70,215.00,711.00,3.09,6.60,1.50,3.34,57.70,49.86,77.80,92.56
2012-07-05,136.00,556.50,138.40,12900.00,43.85,26.12,279.90,245.10,11.50,291.10,81.25,74.75,37.62,270.00,75.79,44.19,78.00,334.50,21.00,141.50,97.00,197.60,233.20,720.00,3.09,6.65,1.53,3.35,58.25,49.52,79.40,92.76
2012-07-04,136.30,557.00,139.90,12900.00,12900.00,12900.00,286.00,247.00,11.54,292.50,81.80,75.40,75.40,267.50,267.50,267.50,78.00,332.00,21.45,143.30,96.50,196.20,239.00,720.00,3.07,6.60,1.58,3.35,58.30,58.30,58.30,58.30
2012-07-03,134.60,546.00,139.00,12830.00,44.33,26.48,285.00,249.50,11.30,285.80,81.60,74.50,37.42,267.60,75.33,45.67,78.50,330.20,21.25,143.50,94.50,197.30,238.90,714.00,3.09,6.60,1.61,3.39,58.50,49.38,77.97,92.17
2012-07-02,133.60,585.00,139.00,12900.00,44.09,26.41,287.50,250.30,11.32,283.80,81.90,74.65,37.51,267.70,74.85,46.74,80.00,334.80,21.10,146.40,96.00,197.80,243.50,720.00,3.09,6.75,1.63,3.40,58.34,48.19,78.14,91.64
2012-06-29,132.40,587.00,138.50,12850.00,44.42,26.31,286.50,247.80,11.38,287.60,81.80,74.20,37.75,264.00,73.52,48.20,80.00,336.20,20.70,147.30,96.50,195.30,241.90,714.00,3.04,6.70,1.61,3.40,57.91,48.13,77.92,92.38
2012-06-28,132.20,589.00,138.90,13050.00,44.87,26.37,286.60,249.70,11.26,289.40,82.90,74.50,37.98,264.70,73.12,48.45,80.00,341.40,21.00,148.00,104.00,195.60,244.40,713.00,3.07,6.75,1.68,3.30,58.09,48.26,77.97,91.52
2012-06-27,135.00,589.00,139.70,13200.00,45.82,26.52,290.40,252.20,11.38,291.30,83.00,75.50,37.69,263.40,73.35,48.20,84.00,340.50,21.00,153.40,102.50,196.40,245.30,709.00,3.12,6.75,1.74,3.25,58.22,48.98,77.86,91.11
2012-06-26,135.00,576.50,142.00,13290.00,48.23,26.38,293.50,252.10,11.56,291.00,83.10,76.60,37.54,267.20,73.35,48.33,84.00,341.40,21.10,155.30,102.00,195.90,243.50,709.00,3.08,6.65,1.83,3.34,58.33,48.40,78.12,91.11
2012-06-25,134.20,574.00,142.50,13220.00,47.12,26.26,288.90,254.00,11.92,291.90,84.20,76.80,37.47,268.00,74.78,48.16,92.00,350.90,21.15,154.80,100.50,193.80,243.00,699.00,3.08,7.45,1.89,3.29,58.50,48.32,77.86,91.11
2012-06-22,131.90,568.50,142.60,12770.00,47.29,26.24,285.30,251.70,12.26,289.70,83.45,76.55,37.86,263.50,74.56,49.29,87.50,348.70,21.20,155.10,98.00,191.50,242.80,699.00,3.12,7.65,1.83,3.25,58.08,48.69,78.19,91.36
2012-06-21,133.70,570.50,143.20,13220.00,47.53,26.34,284.30,251.50,12.18,289.20,83.10,77.40,38.31,266.50,74.70,49.89,88.00,365.00,21.10,157.60,100.50,195.40,244.20,700.00,3.09,7.70,1.88,3.27,58.52,48.63,78.66,92.12
2012-06-20,130.10,540.50,139.50,12850.00,46.94,27.01,280.00,246.10,12.10,283.70,81.40,75.25,37.78,257.70,74.12,48.79,86.00,354.60,20.50,156.00,96.00,186.70,233.20,682.00,3.03,7.50,1.83,3.23,56.60,47.61,77.48,91.56
2012-06-19,132.50,545.00,143.50,13250.00,47.81,26.91,283.00,249.70,12.06,288.80,81.95,76.70,38.41,261.40,75.13,49.41,87.00,363.00,20.35,161.40,98.50,194.80,240.00,680.00,3.05,7.50,1.89,3.23,57.65,48.83,78.45,93.34
2012-06-18,130.90,548.50,145.80,13220.00,47.58,26.87,283.40,248.00,12.10,287.30,83.25,77.25,38.11,260.20,74.80,49.80,82.50,360.00,20.10,161.50,98.50,197.00,253.10,685.00,3.02,7.70,1.75,3.28,57.13,49.42,77.82,92.59
2012-06-15,132.00,546.00,146.90,13110.00,47.47,27.17,288.40,247.60,12.48,288.10,83.45,77.45,38.15,269.00,74.88,49.82,81.00,357.10,20.45,162.70,99.00,204.00,250.40,682.00,3.14,7.70,1.63,3.23,57.29,49.71,78.06,92.89
2012-06-14,130.40,541.00,148.00,12910.00,47.40,26.87,295.60,245.20,12.50,284.80,82.80,77.00,37.90,270.10,74.58,49.30,81.00,350.00,20.55,161.60,97.00,203.90,242.50,680.00,3.11,7.80,1.62,3.26,56.37,49.62,78.38,93.32
2012-06-13,130.40,542.50,145.50,12770.00,46.76,27.18,290.80,242.50,12.34,285.90,82.80,77.25,37.82,266.90,74.43,50.02,80.50,347.50,19.86,161.60,97.50,205.00,246.30,685.00,3.05,8.15,1.38,3.22,55.81,49.57,78.53,93.45
2012-06-12,129.20,542.50,147.70,12990.00,46.50,27.13,289.40,242.40,12.70,287.80,82.70,78.40,38.02,249.40,74.92,49.26,80.50,334.00,19.84,165.00,97.50,204.70,246.50,681.00,3.08,8.05,1.44,3.22,55.95,48.43,78.95,93.49
2012-06-11,127.60,537.00,145.80,12570.00,46.02,27.12,282.40,237.10,12.28,284.40,81.25,77.15,38.27,242.50,75.53,48.76,79.50,328.00,19.30,163.90,96.50,200.80,241.00,664.00,3.06,7.90,1.44,3.23,55.30,47.98,79.24,93.60
2012-06-08,127.50,532.00,146.20,12480.00,45.71,27.14,279.00,234.10,12.26,282.40,81.75,76.70,37.89,240.80,74.93,47.96,78.00,330.00,19.36,163.80,95.50,197.00,241.00,657.00,3.06,7.85,1.48,3.22,54.40,47.33,79.19,93.00
2012-06-07,127.00,529.50,141.80,12180.00,45.55,27.55,274.20,230.40,11.92,281.20,81.00,74.35,37.70,236.60,74.28,48.88,79.00,323.00,19.76,163.50,92.50,188.30,237.50,659.00,3.05,7.85,1.43,3.28,54.31,46.88,78.98,92.81
2012-06-06,127.90,529.50,142.60,12310.00,45.81,27.84,276.40,232.20,11.84,284.40,81.90,76.05,38.05,237.20,74.68,49.36,79.50,327.30,19.84,165.10,99.50,197.80,242.60,681.00,3.07,7.85,1.47,3.29,55.56,47.73,79.84,93.93
2012-06-05,128.50,537.00,145.70,12370.00,46.35,27.59,276.80,233.10,11.96,285.90,82.75,77.40,39.55,237.50,74.77,49.91,79.50,323.60,19.74,167.50,100.50,196.70,242.70,686.00,3.01,7.80,1.47,3.21,55.95,48.14,79.77,93.94
2012-06-04,129.00,535.00,145.50,12330.00,45.49,27.20,276.10,232.70,11.76,286.90,82.65,78.00,39.27,232.70,74.38,50.22,82.50,324.90,20.10,171.00,97.50,196.00,242.80,684.00,3.02,8.10,1.48,3.23,56.01,48.94,78.78,93.59
2012-06-01,126.60,522.00,144.90,12190.00,45.23,27.10,270.10,232.20,11.72,285.90,83.80,77.75,40.33,235.00,75.38,49.83,83.00,319.00,19.78,168.70,98.50,201.50,237.50,679.00,3.01,8.00,1.44,3.22,55.85,50.22,78.32,94.12
2012-05-31,127.50,516.50,145.30,12340.00,43.90,27.46,270.20,233.40,11.66,287.70,84.55,75.80,40.16,237.20,76.10,49.41,84.50,319.90,20.80,172.20,96.00,201.40,233.30,680.00,3.02,8.00,1.47,3.27,56.60,50.08,77.88,95.93
2012-05-30,124.40,513.50,144.30,12230.00,44.58,27.89,264.20,229.30,11.68,286.00,83.10,75.00,40.50,234.80,76.76,49.13,85.50,313.30,21.30,172.20,93.50,194.40,220.20,665.00,2.94,7.95,1.40,3.23,56.12,50.05,79.30,95.20
2012-05-29,126.20,537.50,142.10,12270.00,44.36,27.96,268.50,230.20,11.84,291.10,83.70,75.00,40.34,235.10,76.87,49.60,84.00,307.40,21.20,171.90,93.50,195.00,218.70,664.00,2.95,7.95,1.41,3.29,56.80,50.30,79.81,97.38
2012-05-28,127.00,538.00,145.50,12350.00,44.06,27.76,276.90,232.60,11.98,289.90,84.65,74.65,39.79,235.30,76.23,48.88,86.50,314.30,21.60,172.60,94.00,200.50,218.00,663.00,3.02,7.95,1.48,3.24,57.48,50.16,79.50,97.05
2012-05-25,129.40,533.00,145.50,12400.00,44.99,28.51,273.20,232.60,11.62,277.40,85.50,74.55,39.36,232.10,76.14,49.14,87.50,310.80,21.45,168.00,95.00,208.00,227.20,669.00,2.86,7.90,1.52,3.24,58.30,47.45,79.65,97.28
2012-05-24,134.50,535.00,148.00,12800.00,45.20,28.25,269.90,236.20,11.82,273.00,85.40,74.60,40.30,233.90,76.01,49.45,87.50,314.20,22.10,167.90,98.00,212.50,225.00,667.00,2.93,7.90,1.50,3.24,58.70,47.25,79.76,97.44
2012-05-23,134.50,539.00,151.00,13000.00,45.65,28.22,273.40,238.30,12.12,276.00,86.20,76.40,40.99,231.00,76.43,52.84,88.00,314.00,22.40,167.00,98.50,217.80,220.30,655.00,3.25,8.10,1.51,3.29,58.76,47.60,80.60,98.23
2012-05-22,135.60,538.50,153.20,12800.00,45.21,28.10,289.00,237.50,12.68,276.30,86.85,78.10,41.42,235.40,76.77,53.07,88.50,326.00,22.45,168.50,99.50,229.50,221.80,662.00,3.24,8.20,1.53,3.24,58.98,47.80,80.34,97.94
2012-05-21,137.20,545.50,153.30,13000.00,45.53,28.08,292.10,238.70,12.44,279.30,86.85,78.00,41.35,239.10,77.18,53.32,89.00,346.50,22.10,167.50,103.50,232.00,218.80,680.00,3.19,8.90,1.54,3.30,58.83,48.24,80.13,98.23
2012-05-18,135.60,550.00,153.20,13140.00,44.87,27.96,290.60,237.40,12.54,277.70,87.15,78.00,41.01,237.00,77.46,54.06,89.00,343.60,22.60,162.10,100.50,232.90,218.20,668.00,3.24,8.95,1.43,3.29,58.99,47.68,80.10,98.26
2012-05-17,136.70,554.00,154.80,13080.00,44.23,28.11,293.80,240.10,12.42,277.50,86.85,78.10,39.87,237.00,77.31,53.00,91.00,346.70,22.70,163.00,105.00,235.60,220.50,669.00,3.26,9.10,1.40,3.26,59.15,47.11,79.77,98.42
2012-05-16,136.30,544.00,154.80,12890.00,43.79,27.60,294.00,238.20,12.36,274.50,85.50,76.60,39.80,231.30,77.31,51.51,89.00,343.70,22.65,157.50,106.00,230.30,212.50,666.00,3.25,8.95,1.42,3.30,58.17,46.55,80.49,97.89
2012-05-15,134.50,542.50,150.80,12800.00,43.60,27.69,287.50,235.40,12.08,274.80,86.50,77.00,39.82,225.60,78.18,50.90,89.50,342.00,22.80,152.50,106.50,224.60,208.40,656.00,3.20,8.70,1.41,3.40,58.22,46.60,81.35,98.06
2012-05-14,136.20,543.00,152.00,12870.00,44.57,28.08,290.00,237.30,12.18,274.70,88.00,76.75,40.47,227.00,77.97,52.19,93.50,346.00,23.00,153.90,108.00,232.60,215.60,652.00,3.19,8.75,1.40,3.35,58.40,47.16,81.49,98.95
2012-05-11,135.70,539.50,150.30,12640.00,43.45,27.85,285.90,239.00,12.42,273.60,87.15,75.25,39.36,226.00,76.89,51.01,77.50,346.00,22.80,156.00,108.50,231.40,211.00,656.00,3.18,8.45,1.40,3.49,58.30,46.23,81.09,96.54
