Dates,GN.co,CARL-B.co,DANSKE.co,MAERSK-B.co,NVO,STO,FLS.co,NZYM-B.co,0384.hk,HM-B.st,ERIC-B.st,NDA-DKK.co,MSFT,DNORD.co,WMT,TEVA,EAC.co,NKT.co,1088.hk,LUN.co,BAVA.co,VWS.co,GEN.co,ALK-B.co,TOPO.co,TKDV.co,TORM.co,NEUR.co,SAP.de,C,PG,JNJ
2013-06-03,105.10,587.50,105.90,9344.00,166.75,24.21,360.10,202.40,7.51,226.60,82.85,66.25,28.32,187.90,72.99,40.00,101.00,226.40,28.75,103.30,68.50,46.90,127.00,424.50,2.45,12.80,0.97,3.51,64.31,46.09,77.58,79.45
2013-05-31,105.00,576.00,105.80,9336.00,161.20,24.30,355.20,202.30,7.51,228.20,81.80,65.75,28.11,188.00,73.13,40.21,100.50,226.90,28.55,101.80,68.50,47.20,128.30,418.00,2.63,13.00,1.00,3.50,62.96,45.23,77.21,79.01
2013-05-30,103.70,571.50,107.40,9280.00,161.61,24.56,350.20,200.30,7.82,232.00,82.05,65.55,28.25,187.50,74.28,40.02,100.50,215.60,28.35,99.90,69.50,47.70,129.00,416.50,2.59,12.60,0.98,3.60,62.50,45.23,77.27,79.74
2013-05-29,104.50,564.00,106.30,9224.00,161.73,24.28,350.00,202.10,7.59,231.80,81.55,65.40,28.16,187.10,74.85,39.99,98.50,216.10,28.75,99.15,70.00,47.42,133.00,415.00,2.55,12.80,0.96,3.63,62.21,44.49,76.68,79.68
2013-05-28,105.50,573.00,105.40,9184.00,163.88,24.42,355.10,198.40,7.72,231.70,81.25,65.80,28.16,187.20,74.77,39.99,101.50,215.80,28.40,108.00,69.00,47.33,134.00,420.00,2.79,12.80,0.93,3.53,61.96,44.83,77.40,80.85
2013-05-27,103.50,566.00,104.00,9080.00,161.39,24.40,352.10,197.20,7.63,232.20,81.40,65.85,28.37,187.00,74.78,39.50,100.50,215.60,28.60,107.10,68.50,46.50,134.50,420.50,3.00,12.90,0.90,3.50,61.65,44.46,77.06,81.27
2013-05-24,103.50,566.00,104.00,9080.00,161.50,24.62,352.10,197.20,7.74,232.20,81.40,65.85,28.61,187.00,74.83,39.68,100.50,215.60,28.20,107.10,68.50,46.50,134.50,420.50,3.00,12.90,0.90,3.50,62.50,44.24,77.06,81.53
2013-05-23,103.50,566.00,104.00,9080.00,9080.00,9080.00,352.10,197.20,7.74,232.20,81.40,65.85,65.85,187.00,187.00,187.00,100.50,215.60,28.20,107.10,68.50,46.50,134.50,420.50,3.00,12.90,0.90,3.50,62.50,62.50,62.50,62.50
2013-05-22,103.50,566.00,104.00,9080.00,162.33,24.58,352.10,197.20,7.74,232.20,81.40,65.85,28.61,187.00,75.43,39.57,100.50,215.60,28.20,107.10,68.50,46.50,134.50,420.50,3.00,12.90,0.90,3.50,62.50,43.79,77.70,81.93
2013-05-21,107.00,571.00,104.10,9024.00,164.35,24.27,351.60,204.00,7.77,234.70,80.25,67.95,28.80,188.90,76.02,39.55,100.50,214.30,28.20,109.30,68.50,44.50,139.50,420.00,2.91,12.90,0.91,3.51,63.12,44.11,78.96,82.69
2013-05-20,106.90,566.00,106.10,9024.00,165.26,24.16,348.00,204.50,7.59,233.70,80.30,67.00,28.56,190.10,76.00,39.72,100.50,215.00,28.15,109.70,69.00,44.10,144.00,420.00,2.97,12.70,0.92,3.50,62.80,42.50,78.12,82.07
2013-05-17,107.50,562.50,104.30,8840.00,164.43,24.06,346.00,202.00,7.59,231.00,78.85,65.05,28.60,186.40,76.20,39.37,100.50,214.80,28.15,111.00,68.50,43.40,141.80,418.00,2.95,12.80,0.91,3.46,61.72,42.77,78.54,82.41
2013-05-16,107.20,548.50,104.10,8664.00,164.54,24.18,347.10,196.70,7.29,230.60,77.60,65.45,28.70,184.50,76.39,39.22,99.00,211.00,27.35,111.50,67.00,41.95,138.40,409.00,2.81,12.40,0.88,3.50,59.92,43.01,78.23,82.04
2013-05-15,108.30,560.50,103.20,8648.00,166.19,24.30,338.00,198.30,7.35,229.10,77.85,64.65,28.59,182.00,77.29,38.90,100.50,210.00,26.80,113.00,69.00,45.22,139.70,406.50,2.92,12.80,0.89,3.48,60.01,43.56,78.79,81.11
2013-05-14,107.60,567.00,103.60,8632.00,166.42,24.42,336.00,198.80,7.62,229.50,79.25,65.00,29.61,180.60,78.12,38.79,100.00,210.00,27.20,113.90,68.00,44.61,146.00,416.00,2.95,12.80,0.90,3.47,59.22,43.89,78.26,81.52
2013-05-13,109.30,577.50,107.00,8768.00,165.77,24.41,341.00,201.00,7.91,232.30,77.25,67.35,30.28,183.50,77.37,39.03,100.50,216.40,27.25,114.00,68.00,47.28,148.40,424.00,2.96,12.60,0.89,3.45,59.78,45.06,79.24,82.02
2013-05-09,110.00,576.50,108.40,8752.00,168.78,24.16,337.50,204.50,7.85,232.10,77.10,68.05,28.94,185.00,77.79,39.36,102.00,217.90,27.55,114.50,67.50,46.85,154.40,423.00,2.96,12.80,0.87,3.46,59.78,44.87,79.67,82.32
2013-05-08,109.50,568.00,106.40,8352.00,167.99,23.97,332.30,203.70,7.75,228.90,76.80,67.00,28.79,182.60,78.56,39.15,101.50,215.30,27.30,114.90,67.50,47.86,152.90,424.00,2.93,12.70,0.81,3.40,59.30,44.78,80.08,82.74
2013-05-07,110.00,560.00,104.40,8128.00,167.20,23.14,323.90,201.90,7.58,228.00,76.75,67.25,28.69,183.00,78.47,38.67,100.50,210.50,26.65,115.00,69.00,46.50,156.50,424.00,2.90,12.60,0.79,3.43,58.93,44.87,79.65,81.71
2013-05-06,109.10,559.00,104.10,8192.00,168.68,23.63,325.30,199.20,7.61,227.70,77.05,66.50,28.97,184.20,78.68,38.65,101.00,208.30,25.95,113.70,69.50,45.90,155.60,423.00,2.93,12.70,0.77,3.40,59.43,46.66,80.10,83.44
2013-05-03,107.80,545.00,102.20,7992.00,166.38,22.91,321.00,203.00,7.63,223.20,76.90,64.25,28.83,180.00,78.51,38.39,100.00,204.40,25.65,109.30,70.00,43.65,147.50,420.50,2.84,12.40,0.76,3.40,58.88,45.74,79.06,83.90
2013-05-02,109.30,541.00,101.70,8064.00,165.38,23.07,320.30,200.10,7.46,225.20,76.35,63.40,28.79,180.30,77.16,38.14,99.50,204.00,25.35,112.30,69.50,42.58,148.00,421.00,2.94,12.10,0.75,3.30,59.63,45.09,79.87,83.18
2013-05-01,107.00,546.50,102.80,8096.00,166.60,23.45,324.90,207.20,7.62,226.70,76.55,64.00,29.77,180.00,78.29,37.90,99.50,208.00,26.10,108.50,69.50,44.11,147.40,422.00,2.92,12.30,0.73,3.84,57.85,45.03,81.43,84.49
2013-04-30,104.90,540.50,102.50,8176.00,166.01,23.37,317.00,206.50,7.56,228.90,75.80,63.50,30.83,180.80,77.97,37.88,99.50,204.00,26.15,109.40,69.00,44.75,147.50,419.50,2.90,12.00,0.72,3.70,57.11,45.15,81.40,84.83
2013-04-29,105.00,541.50,105.20,8448.00,165.82,23.17,327.00,207.20,7.62,232.10,76.95,64.20,30.60,180.80,79.09,37.87,99.50,207.40,25.45,112.30,68.50,46.48,148.00,418.00,2.89,11.90,0.74,3.70,57.74,46.46,82.54,85.45
2013-04-26,102.60,525.00,107.30,8376.00,170.21,23.39,330.60,205.50,7.82,224.90,79.60,63.60,31.76,179.80,78.03,38.66,99.00,208.30,25.85,112.80,67.50,46.77,148.30,416.00,2.87,11.60,0.71,3.57,59.53,47.12,77.12,84.39
2013-04-25,104.00,525.00,107.80,8368.00,169.89,23.65,334.00,200.30,7.69,228.20,80.25,65.40,31.94,178.70,78.65,38.24,99.00,209.00,26.85,114.10,67.50,47.87,148.20,422.00,2.93,10.00,0.72,3.57,60.42,47.11,76.58,85.22
2013-04-24,104.00,525.00,107.80,8368.00,170.16,23.65,334.00,200.30,7.54,227.60,80.15,65.40,31.79,178.70,79.04,38.55,99.00,209.00,27.05,114.10,67.50,47.87,148.20,422.00,2.93,10.00,0.72,3.57,59.75,46.92,77.10,85.12
2013-04-23,104.00,516.00,108.70,8136.00,175.03,23.90,330.00,199.20,7.56,228.80,80.30,67.15,32.61,177.20,78.39,38.74,98.50,209.50,26.85,113.50,68.00,48.92,149.20,423.00,2.94,9.30,0.71,3.38,59.96,46.82,77.68,85.58
2013-04-22,103.40,525.50,107.00,8056.00,176.63,24.50,329.30,195.50,7.65,228.80,80.30,67.05,33.10,175.00,77.72,38.29,99.00,209.00,27.45,113.20,68.50,49.06,147.60,417.00,2.88,9.40,0.73,3.32,60.31,46.66,76.77,85.23
2013-04-19,102.90,533.00,109.00,8040.00,172.15,24.21,331.70,197.80,7.65,228.80,80.30,66.70,32.72,175.10,78.06,38.10,99.50,209.00,27.45,113.00,68.50,49.76,144.50,418.00,2.87,9.50,0.72,3.44,60.31,45.87,76.99,84.23
2013-04-18,105.30,542.50,103.10,8120.00,172.32,23.45,333.50,197.00,8.01,227.20,79.80,68.55,33.16,175.60,78.46,37.80,99.50,208.50,27.00,111.40,68.00,50.00,157.00,419.00,2.85,9.60,0.72,3.43,60.30,46.54,77.76,85.16
2013-04-17,110.60,543.50,102.70,8360.00,172.18,23.89,339.90,197.50,8.06,230.90,79.80,68.35,33.49,179.20,79.25,38.50,101.00,209.50,26.70,113.40,68.50,50.40,155.70,419.00,2.89,9.55,0.71,3.41,61.82,46.97,78.19,85.75
2013-04-16,109.10,547.50,101.80,8288.00,173.31,23.71,336.70,198.20,8.19,231.70,79.80,68.50,33.75,178.80,78.83,38.31,101.00,213.40,27.00,111.90,67.50,53.05,154.70,413.50,2.93,9.45,0.70,3.77,62.03,47.48,77.75,84.68
2013-04-15,109.80,556.50,103.60,8320.00,172.77,23.61,331.30,198.50,8.35,230.20,80.95,69.05,33.31,179.30,78.83,38.35,102.50,222.60,27.20,111.00,67.00,52.90,154.60,417.00,2.88,9.60,0.71,3.74,62.52,48.11,77.94,85.53
2013-04-12,110.50,581.00,104.40,8304.00,172.44,24.06,336.20,200.30,8.16,232.90,82.00,69.70,32.99,181.40,78.25,38.42,103.00,225.70,27.60,111.40,66.50,59.85,160.90,416.00,2.88,9.85,1.23,3.69,62.84,49.29,78.44,85.46
2013-04-11,110.50,581.00,104.40,8304.00,172.29,23.93,336.20,200.30,8.20,232.90,82.00,69.70,32.66,181.40,78.40,38.87,103.00,225.70,27.60,111.40,66.50,59.85,160.90,416.00,2.88,9.85,1.23,3.69,62.81,48.60,78.21,85.15
2013-04-10,115.50,574.50,103.30,8224.00,173.48,23.85,337.00,201.00,8.17,235.00,81.95,68.20,33.03,184.00,78.50,39.24,102.50,226.80,27.70,112.30,66.00,66.30,162.20,406.00,3.14,9.55,2.38,3.70,63.36,48.92,78.59,85.85
2013-04-09,115.70,579.00,103.50,8240.00,174.76,23.83,335.00,205.60,8.08,234.50,81.85,67.95,33.53,189.10,78.78,39.80,102.50,226.50,27.20,113.30,69.00,69.60,164.90,407.00,3.03,9.30,1.90,3.74,64.03,50.09,79.47,86.97
2013-04-08,115.80,576.50,102.30,8120.00,175.87,23.48,333.30,204.10,8.34,234.00,83.05,68.40,33.85,188.70,79.86,39.95,103.50,229.70,26.85,112.80,70.00,70.50,170.00,408.00,3.11,9.35,2.20,3.60,64.05,51.34,80.68,87.64
2013-04-05,116.10,573.50,102.40,8248.00,171.99,23.19,334.50,200.00,7.99,234.80,81.40,68.95,34.08,191.20,78.50,39.96,98.00,229.50,26.45,115.60,67.00,69.80,180.00,406.00,3.25,9.35,2.07,3.85,62.98,50.61,80.20,87.45
2013-04-04,113.70,569.50,103.20,8368.00,171.99,22.41,302.00,199.00,7.99,237.00,79.95,70.15,34.87,189.70,77.87,40.23,94.50,227.50,26.45,115.80,67.50,68.75,197.60,406.00,3.00,9.10,1.82,3.75,62.73,51.45,80.02,88.09
2013-04-03,113.70,569.50,103.20,8368.00,171.68,22.51,302.00,199.00,7.53,237.20,79.40,70.15,35.08,189.70,77.40,40.19,94.50,227.50,27.30,115.80,67.50,68.75,197.60,406.00,3.00,9.10,1.82,3.75,62.55,51.60,79.09,88.01
2013-04-02,114.40,571.50,103.00,8400.00,171.14,22.46,307.10,201.50,7.53,238.90,79.05,71.65,34.85,190.50,77.39,40.21,94.50,228.00,27.05,116.00,69.00,71.10,192.70,406.00,2.95,9.25,1.75,3.76,62.00,51.66,78.80,88.59
2013-04-01,113.40,571.00,106.30,8496.00,169.55,22.60,306.00,201.80,7.46,239.60,79.90,72.95,34.61,190.80,77.03,39.35,95.00,234.70,26.90,115.00,68.50,73.30,195.50,406.00,2.98,9.35,1.66,3.82,62.00,51.00,78.82,88.46
2013-03-29,112.10,562.00,104.30,8320.00,168.92,22.43,294.20,201.30,7.11,234.90,78.25,70.45,34.15,186.00,76.33,39.49,95.00,227.80,25.90,113.00,67.00,70.25,185.00,404.50,2.91,9.00,1.60,3.92,60.64,50.53,78.70,87.21
2013-03-28,112.20,562.00,105.40,8264.00,168.64,22.76,294.50,204.00,7.33,234.30,77.50,70.55,34.27,187.40,77.31,39.34,95.00,228.00,26.00,112.80,67.00,74.85,191.50,406.50,2.94,9.10,1.52,4.10,58.68,50.52,81.88,86.82
2013-03-27,112.50,563.00,106.90,8344.00,8344.00,8344.00,293.50,202.70,7.50,236.50,78.55,70.70,70.70,187.30,187.30,187.30,95.50,228.40,26.05,113.20,66.00,77.00,188.00,402.50,3.02,8.55,1.39,4.16,59.89,59.89,59.89,59.89
2013-03-26,114.00,564.50,112.00,8464.00,167.69,22.64,298.50,204.00,7.96,238.50,80.45,72.00,35.02,188.70,77.32,39.16,96.00,230.60,26.35,113.20,67.50,83.00,197.00,405.00,2.95,8.25,1.64,3.97,60.20,51.79,80.86,87.61
2013-03-25,111.10,555.00,111.10,8424.00,164.89,22.77,294.00,200.00,7.80,232.60,79.60,70.60,34.88,186.00,76.23,38.82,96.50,230.60,25.65,111.70,69.50,83.90,195.20,405.00,2.95,8.40,1.53,4.02,58.79,52.28,78.90,85.65
2013-03-22,111.10,552.00,114.50,8408.00,166.40,22.85,293.50,198.90,7.98,232.10,79.55,71.55,35.03,186.00,75.63,38.83,96.50,231.40,25.60,112.00,69.00,85.00,208.50,405.50,2.95,8.25,1.48,4.10,58.68,53.27,79.09,85.99
2013-03-21,110.30,548.00,113.40,8248.00,161.10,22.52,288.80,198.90,7.77,228.00,78.20,71.15,34.90,185.40,74.84,38.20,96.50,233.40,25.45,110.70,69.50,84.90,206.00,404.50,3.05,8.35,1.50,4.15,58.03,51.99,76.76,84.18
2013-03-20,108.50,555.00,113.00,8296.00,161.30,22.75,284.90,197.10,7.91,229.20,77.80,70.80,35.59,185.00,75.69,38.50,92.00,230.60,25.60,109.20,68.50,78.70,202.00,400.50,3.10,8.30,1.46,4.18,57.91,51.96,77.66,84.71
2013-03-19,108.70,543.50,114.30,8448.00,163.65,22.78,281.50,197.60,7.86,228.00,78.50,70.30,34.99,186.40,75.94,38.18,92.00,229.60,25.80,107.00,68.00,77.25,206.30,404.00,3.18,8.60,1.49,4.20,58.42,51.23,77.37,84.10
2013-03-18,108.70,543.50,114.30,8448.00,163.13,22.52,281.50,197.60,7.87,225.50,76.95,70.30,34.78,186.40,75.25,38.03,92.00,229.60,25.75,107.00,68.00,77.25,206.30,404.00,3.18,8.60,1.49,4.20,57.20,50.03,76.66,83.68
2013-03-15,106.20,527.50,111.00,8256.00,164.36,22.70,282.30,192.00,7.54,225.50,76.95,67.65,34.96,182.50,75.63,38.85,90.00,232.00,25.30,107.50,65.50,73.30,216.90,406.00,3.12,8.55,1.54,4.20,57.19,50.83,76.82,84.46
2013-03-14,105.70,533.00,112.00,8264.00,162.94,22.38,273.30,191.20,7.56,224.60,77.30,68.70,35.67,184.20,76.33,39.49,90.00,225.90,25.05,107.60,62.50,73.35,214.60,405.50,3.10,8.45,1.57,4.20,58.02,51.60,77.75,84.91
2013-03-13,105.50,529.00,113.50,8480.00,163.75,22.45,270.70,191.30,7.60,225.50,77.55,67.40,35.47,184.90,75.75,40.00,91.50,226.30,25.15,106.90,64.00,74.40,218.80,417.00,3.06,8.45,1.62,4.30,58.39,51.93,78.07,85.14
2013-03-12,101.20,514.50,111.50,8336.00,166.06,21.98,267.00,189.10,7.25,224.20,76.90,66.95,34.84,181.00,75.25,39.83,89.50,226.60,24.60,104.00,62.00,72.10,199.00,410.00,3.07,8.20,1.58,4.20,57.65,49.95,78.12,84.69
2013-03-11,106.00,514.00,110.50,8248.00,167.75,21.91,263.60,193.40,7.25,223.10,76.15,67.20,35.00,179.30,74.84,39.08,90.50,221.20,24.60,104.20,60.50,72.05,199.00,411.50,2.95,8.20,1.54,4.28,57.41,49.44,77.60,83.74
2013-03-08,104.00,515.00,111.00,8216.00,167.37,22.10,266.50,195.20,7.37,220.70,76.80,67.10,34.72,177.80,75.00,39.39,88.50,219.40,23.85,103.40,60.00,72.00,190.60,403.00,2.93,8.30,1.48,4.28,57.24,50.29,78.43,84.91
2013-03-07,107.90,515.00,111.10,8224.00,167.58,22.07,271.00,191.80,7.39,221.50,77.15,67.80,34.40,180.60,74.87,39.08,89.00,220.30,23.35,103.50,59.50,72.30,184.50,408.00,2.98,8.35,1.52,4.28,57.26,49.22,78.03,84.91
2013-03-06,107.70,512.00,111.70,8208.00,161.70,22.25,271.90,191.70,7.33,224.70,77.90,68.50,35.00,186.00,74.95,39.32,88.00,220.50,23.65,103.30,59.00,75.40,186.50,412.00,3.01,8.40,1.48,4.30,58.20,49.36,78.96,85.63
2013-03-05,108.50,517.00,104.90,8496.00,161.87,22.27,267.70,193.50,7.66,224.90,78.05,67.85,34.98,187.70,75.73,39.64,87.50,219.60,23.55,101.20,58.00,74.25,188.80,415.00,3.03,8.30,1.50,4.21,57.74,50.01,79.04,86.36
2013-03-04,107.20,526.00,102.10,8536.00,158.76,21.85,259.80,192.10,7.50,225.10,77.40,65.70,34.59,187.40,74.46,39.30,86.50,221.00,23.00,102.10,58.00,74.75,184.10,437.00,3.03,8.20,1.47,4.20,57.57,49.53,77.61,84.86
2013-03-01,104.00,510.50,99.90,8376.00,154.75,21.01,252.40,186.90,7.32,220.20,75.35,63.10,33.49,186.50,73.03,38.88,85.00,218.80,22.15,101.20,57.00,72.30,180.00,436.00,3.00,8.20,1.45,4.25,56.63,47.90,75.25,82.62
2013-02-28,104.00,510.00,99.60,8336.00,153.97,20.97,249.50,186.90,7.13,220.20,75.35,63.45,33.27,186.50,73.51,38.74,85.00,215.70,22.65,100.70,57.50,73.00,177.00,436.50,3.00,8.30,1.44,4.30,55.10,46.87,77.43,83.20
2013-02-27,102.80,503.50,97.20,8168.00,150.55,20.14,252.20,182.20,6.70,215.60,72.60,60.30,33.72,184.40,74.20,38.28,84.50,208.40,22.00,97.80,55.00,71.30,165.00,435.00,2.95,8.15,1.34,4.24,54.42,45.44,76.58,84.61
2013-02-26,104.50,520.50,98.60,8168.00,152.45,20.54,261.30,185.00,6.79,217.10,74.05,62.10,33.67,186.80,74.37,38.55,83.00,211.90,21.55,100.60,58.00,72.35,168.60,439.00,2.95,8.25,1.45,4.35,54.88,47.00,76.69,85.35
2013-02-25,106.90,517.00,99.60,8160.00,155.00,20.53,264.10,185.10,7.29,221.90,75.45,63.90,34.35,186.40,75.01,38.60,82.00,212.60,22.00,101.50,56.50,76.35,179.00,436.00,2.97,8.55,1.45,4.30,57.39,47.61,77.40,86.99
2013-02-22,109.00,528.50,99.05,8192.00,158.00,20.80,268.00,186.40,7.64,224.00,77.15,63.85,34.62,192.00,75.26,38.78,82.50,213.00,20.15,103.50,60.00,80.75,185.60,432.00,2.92,8.35,1.45,4.38,58.00,48.28,77.67,86.71
2013-02-21,108.30,513.00,98.00,8208.00,154.97,20.69,260.90,183.40,7.93,220.40,75.95,64.05,34.54,194.60,74.49,39.20,80.50,208.20,19.80,102.20,59.00,81.40,174.00,437.50,2.85,8.60,1.38,4.38,56.26,47.97,76.99,85.86
2013-02-20,109.00,516.00,98.95,8360.00,158.35,20.86,256.40,183.90,7.93,229.30,76.35,65.45,34.36,195.50,74.59,39.01,82.00,212.30,19.80,102.00,58.50,80.50,178.50,441.50,2.88,8.70,1.40,4.31,55.42,48.25,78.02,86.63
2013-02-19,107.90,506.00,100.00,8544.00,158.48,20.73,256.00,185.00,7.89,228.90,76.10,65.35,33.94,195.00,74.71,39.04,82.00,212.60,19.56,101.90,57.00,81.15,177.00,446.00,2.87,8.75,1.42,4.24,55.50,48.15,78.44,86.57
2013-02-18,107.50,508.50,98.10,8344.00,159.35,20.74,249.50,183.10,8.04,227.90,76.45,64.50,34.01,194.60,74.76,38.72,80.00,208.90,18.22,102.20,57.00,81.30,176.40,437.50,2.80,8.60,1.40,4.23,54.70,47.67,78.57,86.78
2013-02-15,109.60,523.00,100.40,8416.00,8416.00,8416.00,257.40,184.90,7.84,232.20,77.55,66.20,66.20,196.60,196.60,196.60,81.00,213.50,19.22,103.90,57.50,85.40,177.50,439.00,2.86,8.70,1.39,4.24,55.03,55.03,55.03,55.03
2013-02-14,108.60,521.50,100.10,8376.00,160.05,20.43,254.50,185.30,8.00,232.10,76.90,64.85,34.21,198.00,75.21,38.94,81.00,216.50,20.50,104.60,57.50,86.00,175.90,437.00,2.87,9.40,1.39,4.20,54.50,48.53,78.34,87.87
2013-02-13,109.70,527.50,103.00,8496.00,160.75,20.76,258.80,187.80,7.92,234.30,78.25,65.65,34.33,198.50,76.71,39.18,82.50,220.80,19.98,104.80,57.50,89.80,178.50,441.50,2.89,9.65,1.37,4.20,55.46,49.52,78.76,88.59
2013-02-12,110.10,529.50,103.20,8544.00,158.60,20.82,267.10,187.90,7.90,235.60,78.60,66.20,34.35,198.40,77.03,39.01,84.00,223.00,19.42,105.20,57.50,90.80,179.00,439.50,2.89,9.55,1.35,4.21,56.25,50.21,79.57,88.88
2013-02-11,110.40,535.00,102.00,8736.00,161.56,21.03,266.00,190.60,7.90,235.20,79.15,66.15,34.70,199.60,76.77,38.77,83.50,223.40,20.20,107.50,57.00,89.80,179.70,443.00,2.87,9.35,1.34,4.20,55.90,49.63,79.80,89.24
2013-02-08,109.50,544.50,102.00,8880.00,164.37,21.61,273.50,194.00,8.22,237.10,79.85,66.75,35.69,204.10,77.63,39.16,85.00,227.20,20.95,108.40,57.00,93.00,178.40,452.00,2.87,9.35,1.37,4.27,56.70,50.04,80.77,89.67
2013-02-07,110.50,533.00,101.00,8824.00,164.65,21.43,274.30,199.10,8.49,237.20,80.45,66.95,35.67,201.20,77.63,39.56,87.00,229.90,20.70,112.00,58.00,93.90,178.70,472.00,2.88,9.20,1.36,4.27,57.36,50.81,81.55,89.99
2013-02-06,110.90,539.50,101.80,8696.00,163.50,21.54,270.90,198.50,8.69,237.10,81.40,67.00,36.17,204.20,77.03,39.85,87.50,229.50,20.85,111.80,59.00,93.40,179.00,465.00,2.87,9.30,1.40,4.20,57.80,51.81,81.51,90.40
2013-02-05,108.70,537.00,100.90,8624.00,162.40,21.76,268.10,197.50,8.51,235.40,80.90,66.70,36.27,200.50,77.37,39.41,90.00,230.50,20.70,112.90,60.00,92.40,180.00,455.00,2.87,9.35,1.39,4.22,57.52,51.83,80.97,90.40
2013-02-04,110.70,537.00,104.00,8600.00,164.03,22.14,273.90,198.40,8.70,236.30,79.60,67.45,35.74,203.00,77.20,39.74,90.50,232.70,21.80,111.80,61.50,93.95,180.40,454.50,2.83,9.45,1.34,4.22,57.67,51.79,80.09,90.13
2013-02-01,110.10,531.50,104.30,8640.00,163.60,22.18,271.50,199.40,9.10,237.40,75.75,70.15,35.44,204.00,77.34,40.00,90.00,237.30,22.35,111.50,61.50,94.30,185.70,453.00,2.89,9.20,1.37,4.15,57.03,52.69,80.30,90.17
2013-01-31,108.70,530.00,103.80,8752.00,163.54,22.26,270.70,196.50,9.14,237.50,75.90,70.90,31.40,203.10,78.08,40.10,88.00,236.00,23.05,112.30,61.00,97.65,182.40,453.00,2.85,9.15,1.35,4.15,55.73,52.35,81.37,92.23
2013-01-30,108.20,530.00,103.50,8736.00,163.25,22.35,275.30,197.70,8.95,235.50,75.30,71.15,32.01,203.40,77.87,40.59,86.00,236.70,22.35,112.40,60.50,101.00,181.40,447.50,2.83,9.20,1.34,4.05,55.25,53.00,81.22,92.28
2013-01-29,107.00,540.00,105.00,8808.00,164.44,22.55,277.70,198.20,9.03,236.20,75.05,71.75,31.82,203.70,78.55,41.24,90.00,236.80,23.35,114.00,59.50,102.90,177.10,449.00,2.90,9.15,1.35,4.06,55.12,52.88,80.95,92.42
2013-01-28,109.40,548.00,106.90,8896.00,165.58,22.36,282.50,198.10,9.25,238.80,75.90,71.80,31.96,205.90,78.23,41.27,91.00,239.00,23.40,114.80,60.50,109.20,173.80,449.50,2.87,9.30,1.33,4.22,55.70,52.19,80.27,92.36
2013-01-25,108.20,550.00,104.80,8904.00,165.81,22.11,272.50,193.90,9.03,238.70,76.65,72.35,31.39,205.10,78.01,41.26,90.50,233.50,23.10,114.30,60.00,110.50,167.50,451.00,2.84,9.35,1.34,4.20,55.54,52.66,80.41,92.57
2013-01-24,107.50,546.50,103.30,8800.00,167.85,21.79,269.80,193.70,8.77,238.40,76.55,71.80,31.62,203.90,78.00,40.73,91.00,232.40,22.75,114.00,60.00,107.60,166.00,449.00,2.85,9.30,1.35,4.08,55.25,52.21,80.39,92.83
2013-01-23,114.00,552.00,103.30,8800.00,168.52,21.66,270.50,197.00,8.83,241.10,76.80,71.25,31.54,207.00,77.99,39.90,90.50,227.90,23.05,114.10,60.50,106.70,165.00,448.50,2.89,9.40,1.36,4.02,55.14,51.64,80.09,93.21
2013-01-22,117.40,560.00,103.90,8832.00,167.29,21.48,269.10,194.50,8.92,243.80,77.80,71.55,31.85,207.60,77.89,39.52,90.50,228.40,22.80,114.00,60.00,109.00,164.90,456.50,2.83,9.40,1.35,4.20,55.62,51.78,80.44,93.17
2013-01-21,116.00,555.50,103.30,8792.00,168.92,21.59,266.20,192.10,8.77,242.80,77.05,71.05,31.84,205.30,77.94,39.70,90.00,227.50,22.40,113.00,60.00,113.60,162.00,462.00,2.83,9.35,1.36,4.10,55.29,52.14,80.30,93.50
2013-01-18,119.10,557.50,112.90,8896.00,173.02,21.32,266.60,196.70,8.82,244.70,77.80,72.00,31.67,206.40,78.22,39.42,91.00,232.20,22.55,113.80,60.00,119.50,161.40,460.50,2.87,9.35,1.60,4.10,55.82,52.86,81.64,93.77
2013-01-17,117.70,565.50,113.30,8896.00,173.10,21.45,266.00,198.60,8.87,245.30,78.10,71.95,31.89,208.60,78.75,38.90,92.00,231.50,22.55,113.00,60.00,122.00,158.80,457.50,2.99,9.45,2.00,4.12,56.31,53.00,81.29,94.39
2013-01-16,117.20,564.50,114.40,8864.00,173.87,21.30,263.00,201.90,8.89,245.30,78.65,72.20,31.70,210.10,78.77,38.51,92.50,231.20,22.45,114.50,60.50,126.30,159.60,460.00,3.10,9.50,2.85,4.15,56.65,52.87,81.40,93.80
2013-01-15,118.10,561.00,111.30,8824.00,173.10,21.26,262.50,204.60,8.63,243.50,78.55,71.35,31.58,211.20,77.87,38.45,93.50,228.90,22.10,115.00,61.00,117.00,160.10,463.00,3.00,9.55,2.30,4.15,57.07,51.48,81.74,93.81
2013-01-14,117.30,555.00,112.00,8816.00,173.29,21.28,263.80,201.50,8.33,242.30,79.00,71.50,32.06,210.00,77.37,38.85,95.00,224.30,21.65,115.00,65.00,110.00,160.80,464.00,2.94,9.20,1.99,4.17,56.58,51.50,81.96,93.66
2013-01-11,117.40,557.50,113.00,8920.00,173.30,21.50,272.90,202.40,8.05,243.10,79.40,72.35,32.89,209.30,77.25,39.15,96.00,225.00,22.00,112.20,63.00,113.90,166.70,464.00,2.57,8.05,2.05,4.10,56.10,51.78,82.17,93.34
